OrderID,CustomerID,OrderDate,ProductID,Quantity,TotalAmount,Status
105,105,8/11/2024,105,88,7301.26,Delivered
106,106,9/14/2024,106,3,2883.9,Processing
107,107,5/24/2024,107,62,7644.16,Shipped
108,108,3/3/2024,108,98,6754.61,Delivered
109,109,3/8/2024,109,87,1064.66,Shipped
110,110,3/1/2024,110,63,394.2,Processing
111,111,8/10/2024,111,8,2472.38,Processing
112,112,1/17/2024,112,44,6361.2,Shipped
113,113,6/24/2024,113,52,6092.87,Shipped
114,114,11/26/2023,114,94,2772.23,Delivered
115,115,11/12/2024,115,75,3261.32,Processing
116,116,5/26/2024,116,31,1675.93,Processing
117,117,5/2/2024,117,1,8089.76,Shipped
118,118,8/26/2024,118,92,4774.43,Shipped
119,119,7/2/2024,119,95,3536.08,Processing
120,120,3/10/2024,120,35,1455.95,Processing
121,121,10/9/2024,121,33,700.21,Delivered
122,122,12/1/2023,122,78,2031.31,Shipped
123,123,4/12/2024,123,95,7790.86,Shipped
124,124,10/3/2024,124,21,6368.51,Shipped
125,125,5/14/2024,125,95,3520.53,Processing
126,126,11/16/2023,126,90,2144.33,Shipped
127,127,3/6/2024,127,33,6103.17,Processing
128,128,12/23/2023,128,23,5047.84,Processing
129,129,12/27/2023,129,33,8538.02,Delivered
130,130,12/20/2023,130,96,5081.64,Delivered
131,131,3/26/2024,131,95,491.35,Shipped
132,132,3/8/2024,132,40,5010.92,Shipped
133,133,7/7/2024,133,17,7505.13,Processing
134,134,3/24/2024,134,71,7993.62,Delivered
135,135,6/8/2024,135,8,2498.98,Delivered
136,136,1/20/2024,136,14,3877.58,Delivered
137,137,2/25/2024,137,52,3977.28,Shipped
138,138,11/16/2023,138,77,5929.79,Delivered
139,139,10/3/2024,139,73,8248.5,Processing
140,140,11/2/2024,140,14,8859.08,Processing
141,141,11/30/2023,141,54,2354.98,Delivered
142,142,11/16/2023,142,6,9558.89,Delivered
143,143,4/28/2024,143,4,1537.5,Shipped
144,144,3/2/2024,144,35,8686.43,Shipped
145,145,12/6/2023,145,35,1485.22,Shipped
146,146,7/18/2024,146,9,367.83,Processing
147,147,8/16/2024,147,21,35.42,Delivered
148,148,9/22/2024,148,98,8438.58,Processing
149,149,12/14/2023,149,16,4402.82,Delivered
150,150,1/9/2024,150,63,8271.88,Delivered
151,151,7/8/2024,151,67,691.29,Processing
152,152,5/18/2024,152,57,8420.96,Processing
153,153,1/13/2024,153,16,6410.27,Shipped
154,154,1/25/2024,154,56,6192.04,Delivered
155,155,3/19/2024,155,67,9753.27,Processing
156,156,7/14/2024,156,44,9213.41,Processing
157,157,2/6/2024,157,10,6181.71,Delivered
158,158,1/24/2024,158,59,6480.75,Processing
159,159,2/10/2024,159,19,395.11,Shipped
160,160,2/11/2024,160,2,167.37,Shipped
161,161,6/21/2024,161,42,823.85,Processing
162,162,12/13/2023,162,63,7497.42,Shipped
163,163,4/1/2024,163,24,4328.91,Shipped
164,164,1/8/2024,164,13,4200.92,Shipped
165,165,8/31/2024,165,44,8294.17,Shipped
166,166,3/6/2024,166,67,637.93,Delivered
167,167,5/19/2024,167,16,7740.64,Delivered
168,168,9/12/2024,168,30,3103.29,Delivered
169,169,4/10/2024,169,42,5624.05,Processing
170,170,5/22/2024,170,5,1330.37,Shipped
171,171,5/1/2024,171,27,5570.54,Processing
172,172,2/17/2024,172,68,3028.73,Shipped
173,173,1/1/2024,173,52,8590.63,Processing
174,174,12/9/2023,174,26,8990.62,Processing
175,175,12/13/2023,175,32,4651.49,Shipped
176,176,12/1/2023,176,85,1867.72,Delivered
177,177,10/13/2024,177,54,9108.73,Delivered
178,178,4/8/2024,178,95,5129.1,Shipped
179,179,9/4/2024,179,73,1408.81,Processing
180,180,6/3/2024,180,37,1707.82,Processing
181,181,1/6/2024,181,69,4115.11,Shipped
182,182,9/22/2024,182,83,5837.97,Processing
183,183,6/27/2024,183,59,5272.49,Processing
184,184,12/3/2023,184,39,737.03,Processing
185,185,9/15/2024,185,56,4844.05,Shipped
186,186,2/7/2024,186,19,5576.14,Delivered
187,187,4/17/2024,187,50,8438.02,Processing
188,188,9/3/2024,188,50,5817.44,Processing
189,189,6/17/2024,189,78,6457.78,Processing
190,190,12/8/2023,190,92,4240.73,Processing
191,191,12/7/2023,191,98,4887.46,Delivered
192,192,6/18/2024,192,77,9909.1,Shipped
193,193,4/12/2024,193,80,9542.5,Processing
194,194,7/16/2024,194,24,8739.56,Processing
195,195,10/2/2024,195,18,5051.32,Delivered
196,196,9/13/2024,196,51,6751.58,Processing
197,197,8/13/2024,197,85,8234.6,Processing
198,198,5/20/2024,198,22,2715.29,Processing
199,199,6/16/2024,199,56,5689.61,Shipped
200,200,10/23/2024,200,17,7929.74,Shipped
201,201,11/11/2024,201,88,3536.18,Shipped
202,202,1/12/2024,202,53,207.42,Processing
203,203,3/31/2024,203,38,2016.82,Processing
204,204,4/7/2024,204,67,9404.68,Processing
205,205,4/28/2024,205,65,7380.57,Processing
206,206,4/15/2024,206,82,4672.63,Delivered
207,207,10/16/2024,207,46,5910.17,Delivered
208,208,4/25/2024,208,24,3432.16,Delivered
209,209,7/16/2024,209,66,3634.98,Processing
210,210,3/24/2024,210,2,483.76,Processing
211,211,6/23/2024,211,34,171.73,Delivered
212,212,2/6/2024,212,1,8621.41,Shipped
213,213,5/3/2024,213,70,2733.84,Delivered
214,214,10/22/2024,214,1,3055.34,Processing
215,215,3/19/2024,215,35,2664.84,Delivered
216,216,3/24/2024,216,52,3307.63,Shipped
217,217,11/28/2023,217,49,6951.89,Processing
218,218,2/9/2024,218,84,6873.47,Delivered
219,219,10/22/2024,219,3,1650.18,Shipped
220,220,6/1/2024,220,75,8840.94,Shipped
221,221,12/4/2023,221,89,5373.42,Shipped
222,222,5/1/2024,222,54,9851.72,Processing
223,223,5/22/2024,223,64,5583.36,Delivered
224,224,4/16/2024,224,56,8870.56,Shipped
225,225,5/23/2024,225,46,5572.32,Processing
226,226,1/26/2024,226,99,6068.58,Processing
227,227,7/30/2024,227,52,4756.09,Shipped
228,228,7/31/2024,228,96,2721.56,Delivered
229,229,8/11/2024,229,49,7594.66,Processing
230,230,2/25/2024,230,80,7390.13,Processing
231,231,5/18/2024,231,77,1299.04,Processing
232,232,1/31/2024,232,82,5719.83,Processing
233,233,5/25/2024,233,96,3564.01,Delivered
234,234,10/12/2024,234,23,6101.81,Shipped
235,235,7/11/2024,235,97,1660.12,Delivered
236,236,9/11/2024,236,18,1913.94,Processing
237,237,3/22/2024,237,48,4915.87,Shipped
238,238,11/27/2023,238,13,3571.97,Shipped
239,239,2/14/2024,239,71,6351.04,Shipped
240,240,10/7/2024,240,3,4764.55,Shipped
241,241,10/15/2024,241,31,7505.94,Shipped
242,242,6/20/2024,242,59,898.22,Delivered
243,243,9/4/2024,243,53,1559.54,Delivered
244,244,6/22/2024,244,2,364.49,Delivered
245,245,10/13/2024,245,64,7511.3,Delivered
246,246,2/28/2024,246,6,7895.53,Delivered
247,247,2/25/2024,247,23,7627.61,Processing
248,248,11/22/2023,248,55,6437.25,Processing
249,249,8/25/2024,249,87,391.9,Delivered
250,250,8/24/2024,250,25,1777.79,Delivered
251,251,9/27/2024,251,21,6897.81,Shipped
252,252,12/20/2023,252,55,9383.22,Processing
253,253,7/29/2024,253,98,894.87,Delivered
254,254,7/31/2024,254,5,6401.86,Processing
255,255,3/20/2024,255,15,1016.24,Delivered
256,256,4/28/2024,256,18,2927.88,Shipped
257,257,1/11/2024,257,43,795.8,Delivered
258,258,7/27/2024,258,86,9473.75,Shipped
259,259,7/5/2024,259,58,9118.66,Shipped
260,260,10/7/2024,260,27,6375.96,Delivered
261,261,10/6/2024,261,95,5555.34,Processing
262,262,11/12/2024,262,47,3154.81,Shipped
263,263,11/29/2023,263,40,1858.71,Delivered
264,264,1/29/2024,264,64,199.93,Delivered
265,265,12/24/2023,265,34,1844.12,Shipped
266,266,6/25/2024,266,31,3444.95,Processing
267,267,2/16/2024,267,6,8476.34,Shipped
268,268,9/30/2024,268,8,2075.01,Processing
269,269,12/1/2023,269,11,7841.84,Shipped
270,270,8/15/2024,270,86,7563.77,Delivered
271,271,12/8/2023,271,19,6949.22,Delivered
272,272,2/16/2024,272,42,2182.17,Delivered
273,273,1/25/2024,273,48,1725.28,Processing
274,274,5/9/2024,274,26,1871.93,Shipped
275,275,10/7/2024,275,41,6714.1,Delivered
276,276,4/9/2024,276,24,9740.47,Processing
277,277,2/18/2024,277,28,7024.11,Shipped
278,278,1/12/2024,278,46,2644.91,Shipped
279,279,9/28/2024,279,66,4883.05,Delivered
280,280,4/10/2024,280,48,4811.33,Delivered
281,281,2/14/2024,281,93,2705.14,Shipped
282,282,4/18/2024,282,59,5382.54,Shipped
283,283,7/20/2024,283,26,9215.98,Processing
284,284,4/24/2024,284,75,3976.0,Processing
285,285,7/26/2024,285,54,8688.01,Shipped
286,286,11/19/2023,286,94,9511.82,Processing
287,287,5/4/2024,287,60,9089.23,Delivered
288,288,4/11/2024,288,86,3737.51,Delivered
289,289,8/2/2024,289,55,7713.03,Shipped
290,290,10/15/2024,290,66,4164.18,Shipped
291,291,5/27/2024,291,46,2121.96,Delivered
292,292,10/12/2024,292,64,1481.36,Processing
293,293,2/19/2024,293,87,2356.25,Processing
294,294,9/11/2024,294,8,7080.08,Processing
295,295,7/2/2024,295,34,1982.8,Processing
296,296,3/13/2024,296,39,2667.97,Processing
297,297,3/31/2024,297,41,7048.58,Processing
298,298,9/4/2024,298,37,5447.72,Processing
299,299,9/8/2024,299,21,8249.02,Delivered
300,300,11/2/2024,300,79,3055.93,Shipped
301,301,2/8/2024,301,55,5130.94,Delivered
302,302,11/21/2023,302,27,3945.65,Shipped
303,303,5/25/2024,303,27,7356.5,Processing
304,304,5/17/2024,304,16,2589.94,Processing
305,305,4/30/2024,305,66,3796.51,Shipped
306,306,7/30/2024,306,57,5930.28,Delivered
307,307,12/7/2023,307,42,6289.44,Delivered
308,308,4/23/2024,308,87,3430.62,Processing
309,309,7/8/2024,309,9,1746.17,Delivered
310,310,8/11/2024,310,28,5888.49,Shipped
311,311,6/30/2024,311,100,2790.99,Processing
312,312,3/30/2024,312,77,588.77,Processing
313,313,2/14/2024,313,94,7056.68,Delivered
314,314,1/4/2024,314,88,1751.38,Shipped
315,315,1/22/2024,315,85,2169.23,Processing
316,316,12/26/2023,316,20,1715.38,Delivered
317,317,11/14/2023,317,7,5807.13,Shipped
318,318,11/23/2023,318,66,340.42,Shipped
319,319,2/22/2024,319,98,7353.48,Delivered
320,320,8/26/2024,320,50,4559.14,Processing
321,321,6/7/2024,321,31,9577.69,Shipped
322,322,6/14/2024,322,11,6304.2,Processing
323,323,5/2/2024,323,31,5646.12,Processing
324,324,3/13/2024,324,14,6206.34,Processing
325,325,2/4/2024,325,10,7724.96,Delivered
326,326,11/9/2024,326,70,391.42,Shipped
327,327,3/25/2024,327,45,4527.46,Processing
328,328,3/29/2024,328,86,8362.37,Shipped
329,329,12/21/2023,329,55,3408.74,Shipped
330,330,3/17/2024,330,17,3124.76,Delivered
331,331,1/19/2024,331,19,9384.55,Delivered
332,332,2/12/2024,332,65,7929.5,Processing
333,333,8/29/2024,333,88,2013.77,Delivered
334,334,2/15/2024,334,62,7003.48,Delivered
335,335,6/6/2024,335,78,6829.93,Processing
336,336,9/6/2024,336,86,680.01,Delivered
337,337,6/29/2024,337,84,2381.47,Processing
338,338,3/26/2024,338,78,1222.89,Shipped
339,339,11/18/2023,339,52,6202.86,Shipped
340,340,4/10/2024,340,1,8810.57,Processing
341,341,10/31/2024,341,69,9329.13,Processing
342,342,8/19/2024,342,65,6092.17,Shipped
343,343,9/18/2024,343,37,2450.9,Delivered
344,344,1/11/2024,344,47,4197.11,Shipped
345,345,6/11/2024,345,35,7301.33,Delivered
346,346,6/5/2024,346,76,7312.68,Delivered
347,347,4/5/2024,347,53,1194.37,Delivered
348,348,2/16/2024,348,8,981.07,Shipped
349,349,1/18/2024,349,27,2508.66,Shipped
350,350,7/3/2024,350,86,3428.58,Processing
351,351,6/3/2024,351,62,7883.97,Delivered
352,352,6/10/2024,352,28,3647.24,Delivered
353,353,10/2/2024,353,52,2898.27,Processing
354,354,3/5/2024,354,35,5685.52,Processing
355,355,10/11/2024,355,11,9055.37,Processing
356,356,5/12/2024,356,26,9837.57,Processing
357,357,5/2/2024,357,21,3923.11,Delivered
358,358,1/26/2024,358,2,9499.02,Delivered
359,359,10/18/2024,359,31,3184.12,Delivered
360,360,4/26/2024,360,74,6263.29,Delivered
361,361,11/18/2023,361,6,9656.12,Processing
362,362,1/9/2024,362,89,8843.9,Shipped
363,363,11/2/2024,363,78,3350.51,Processing
364,364,5/11/2024,364,68,7192.89,Shipped
365,365,3/8/2024,365,63,5210.96,Delivered
366,366,1/1/2024,366,44,6231.61,Shipped
367,367,7/9/2024,367,30,5765.0,Shipped
368,368,12/17/2023,368,13,4160.4,Delivered
369,369,10/17/2024,369,23,5104.38,Delivered
370,370,5/1/2024,370,70,6997.17,Delivered
371,371,9/23/2024,371,23,5776.66,Delivered
372,372,5/8/2024,372,29,672.12,Delivered
373,373,8/27/2024,373,51,9813.16,Processing
374,374,7/7/2024,374,96,9466.29,Processing
375,375,7/20/2024,375,37,8148.92,Shipped
376,376,2/27/2024,376,54,8648.93,Shipped
377,377,9/4/2024,377,85,3719.97,Shipped
378,378,6/25/2024,378,61,3069.33,Delivered
379,379,2/13/2024,379,92,4122.89,Delivered
380,380,11/11/2024,380,5,8658.48,Shipped
381,381,5/12/2024,381,31,5229.23,Processing
382,382,12/26/2023,382,65,325.36,Shipped
383,383,12/30/2023,383,95,1540.99,Processing
384,384,2/28/2024,384,97,5658.89,Delivered
385,385,3/23/2024,385,54,9358.32,Delivered
386,386,9/1/2024,386,43,2936.63,Delivered
387,387,12/4/2023,387,34,4702.31,Processing
388,388,1/4/2024,388,71,3446.93,Processing
389,389,3/26/2024,389,4,4681.54,Processing
390,390,9/3/2024,390,36,9927.26,Processing
391,391,4/13/2024,391,28,4451.44,Shipped
392,392,8/14/2024,392,50,8865.34,Shipped
393,393,12/3/2023,393,2,4479.28,Delivered
394,394,11/15/2023,394,28,1175.6,Processing
395,395,9/1/2024,395,43,628.86,Processing
396,396,11/15/2023,396,50,2704.77,Delivered
397,397,4/11/2024,397,21,8516.21,Delivered
398,398,1/6/2024,398,99,1515.47,Shipped
399,399,12/16/2023,399,35,1966.18,Delivered
400,400,1/8/2024,400,91,3722.97,Processing
401,401,7/26/2024,401,36,834.54,Processing
402,402,8/20/2024,402,91,9926.73,Delivered
403,403,5/15/2024,403,76,5443.22,Delivered
404,404,12/11/2023,404,68,4622.56,Shipped
405,405,12/23/2023,405,85,9503.04,Delivered
406,406,7/29/2024,406,18,35.81,Shipped
407,407,6/18/2024,407,99,6113.98,Delivered
408,408,6/7/2024,408,95,6240.09,Delivered
409,409,4/21/2024,409,37,3785.66,Processing
410,410,5/20/2024,410,31,934.11,Delivered
411,411,12/22/2023,411,51,7028.91,Shipped
412,412,7/15/2024,412,71,3573.19,Shipped
413,413,9/1/2024,413,28,8523.89,Processing
414,414,9/29/2024,414,66,4065.65,Shipped
415,415,8/9/2024,415,69,6651.78,Processing
416,416,3/26/2024,416,54,5360.71,Shipped
417,417,3/17/2024,417,41,2629.13,Delivered
418,418,7/5/2024,418,5,8064.64,Processing
419,419,9/24/2024,419,9,7876.2,Shipped
420,420,4/6/2024,420,21,5392.75,Delivered
421,421,10/18/2024,421,46,2682.29,Processing
422,422,10/1/2024,422,13,6561.69,Processing
423,423,1/22/2024,423,54,440.29,Delivered
424,424,9/14/2024,424,28,9605.28,Shipped
425,425,3/12/2024,425,78,5814.47,Delivered
426,426,9/8/2024,426,86,778.71,Delivered
427,427,6/18/2024,427,96,2616.6,Processing
428,428,1/3/2024,428,57,5654.5,Shipped
429,429,6/13/2024,429,44,5395.6,Delivered
430,430,12/3/2023,430,88,138.98,Shipped
431,431,11/13/2023,431,73,3992.96,Processing
432,432,5/10/2024,432,11,4331.7,Processing
433,433,7/30/2024,433,30,4355.87,Processing
434,434,3/18/2024,434,26,5709.37,Shipped
435,435,10/26/2024,435,30,4051.59,Delivered
436,436,10/10/2024,436,84,2435.36,Delivered
437,437,9/25/2024,437,55,831.89,Delivered
438,438,6/22/2024,438,47,3729.0,Processing
439,439,8/31/2024,439,56,3268.5,Delivered
440,440,3/18/2024,440,2,1550.02,Processing
441,441,2/17/2024,441,96,6706.27,Shipped
442,442,7/24/2024,442,25,9224.71,Delivered
443,443,2/3/2024,443,28,6515.88,Delivered
444,444,11/29/2023,444,81,273.98,Delivered
445,445,3/8/2024,445,66,508.76,Shipped
446,446,12/3/2023,446,99,6993.6,Delivered
447,447,3/24/2024,447,71,6631.91,Delivered
448,448,11/12/2024,448,45,5945.24,Delivered
449,449,1/2/2024,449,1,6152.85,Shipped
450,450,2/5/2024,450,20,1574.63,Shipped
451,451,11/17/2023,451,96,3242.38,Shipped
452,452,3/27/2024,452,28,388.73,Processing
453,453,1/24/2024,453,89,1549.28,Shipped
454,454,4/22/2024,454,73,8535.31,Shipped
455,455,12/29/2023,455,70,1564.54,Delivered
456,456,5/8/2024,456,60,7838.18,Processing
457,457,3/16/2024,457,64,7487.23,Delivered
458,458,3/25/2024,458,59,8359.21,Delivered
459,459,4/3/2024,459,65,6790.53,Processing
460,460,7/2/2024,460,30,103.49,Delivered
461,461,11/29/2023,461,83,806.21,Delivered
462,462,2/8/2024,462,37,5684.74,Processing
463,463,4/11/2024,463,74,8703.89,Delivered
464,464,8/5/2024,464,92,7942.43,Delivered
465,465,11/3/2024,465,100,7572.73,Processing
466,466,5/7/2024,466,7,1152.31,Delivered
467,467,4/12/2024,467,34,6239.8,Processing
468,468,7/9/2024,468,69,3045.41,Shipped
469,469,10/31/2024,469,100,5625.15,Shipped
470,470,6/9/2024,470,37,5052.79,Shipped
471,471,12/15/2023,471,71,3388.06,Processing
472,472,12/28/2023,472,69,8383.39,Delivered
473,473,11/13/2023,473,24,8239.08,Processing
474,474,3/28/2024,474,64,1533.41,Shipped
475,475,4/13/2024,475,80,6922.93,Shipped
476,476,4/1/2024,476,88,5047.03,Delivered
477,477,3/8/2024,477,63,7898.68,Delivered
478,478,6/11/2024,478,54,538.55,Delivered
479,479,1/29/2024,479,58,2016.93,Shipped
480,480,3/29/2024,480,57,8743.77,Shipped
481,481,10/31/2024,481,89,5567.42,Shipped
482,482,3/30/2024,482,50,9267.68,Processing
483,483,6/22/2024,483,28,1296.48,Shipped
484,484,8/11/2024,484,45,9340.94,Delivered
485,485,10/14/2024,485,32,5403.98,Delivered
486,486,1/16/2024,486,91,2815.97,Shipped
487,487,8/15/2024,487,59,4706.75,Shipped
488,488,8/30/2024,488,38,8407.58,Shipped
489,489,7/27/2024,489,10,3492.36,Shipped
490,490,5/22/2024,490,60,3563.37,Processing
491,491,9/25/2024,491,52,9295.51,Processing
492,492,4/17/2024,492,84,5753.84,Delivered
493,493,6/13/2024,493,89,679.45,Shipped
494,494,2/7/2024,494,64,7398.33,Shipped
495,495,6/1/2024,495,56,8726.35,Shipped
496,496,11/19/2023,496,100,3950.09,Processing
497,497,5/8/2024,497,54,7344.73,Delivered
498,498,8/24/2024,498,51,2837.97,Shipped
499,499,12/23/2023,499,93,4249.86,Shipped
500,500,12/30/2023,500,48,2335.82,Processing
501,501,6/2/2024,501,48,8611.22,Processing
502,502,1/26/2024,502,98,5482.14,Processing
503,503,9/11/2024,503,30,5877.19,Processing
504,504,10/13/2024,504,100,9965.87,Delivered
505,505,5/8/2024,505,62,5618.66,Delivered
506,506,6/17/2024,506,3,4744.07,Processing
507,507,4/13/2024,507,27,1570.24,Delivered
508,508,7/27/2024,508,59,6550.31,Processing
509,509,2/14/2024,509,18,8889.62,Shipped
510,510,12/2/2023,510,35,5776.3,Delivered
511,511,3/31/2024,511,53,3422.65,Processing
512,512,2/22/2024,512,53,1957.66,Delivered
513,513,8/12/2024,513,31,414.29,Processing
514,514,12/5/2023,514,81,427.97,Shipped
515,515,6/7/2024,515,39,7914.32,Processing
516,516,2/13/2024,516,7,8148.89,Delivered
517,517,2/5/2024,517,33,358.45,Shipped
518,518,2/5/2024,518,75,4822.61,Processing
519,519,1/23/2024,519,39,7675.01,Delivered
520,520,1/24/2024,520,31,4061.57,Delivered
521,521,8/19/2024,521,77,7962.75,Shipped
522,522,7/27/2024,522,25,309.98,Delivered
523,523,2/23/2024,523,83,4194.36,Processing
524,524,12/20/2023,524,37,564.31,Shipped
525,525,2/21/2024,525,16,9284.74,Processing
526,526,11/26/2023,526,44,3457.02,Processing
527,527,10/8/2024,527,98,2338.83,Shipped
528,528,11/9/2024,528,29,6305.85,Delivered
529,529,10/3/2024,529,86,3579.63,Shipped
530,530,1/11/2024,530,68,4064.05,Shipped
531,531,2/2/2024,531,45,388.5,Shipped
532,532,11/17/2023,532,49,4720.79,Processing
533,533,2/8/2024,533,45,8524.36,Shipped
534,534,9/18/2024,534,13,4785.54,Processing
535,535,1/13/2024,535,36,5789.22,Delivered
536,536,4/12/2024,536,92,401.98,Processing
537,537,8/20/2024,537,34,1548.94,Delivered
538,538,12/27/2023,538,19,6773.62,Shipped
539,539,12/30/2023,539,27,5490.05,Delivered
540,540,3/25/2024,540,46,2605.67,Delivered
541,541,8/2/2024,541,7,4713.19,Shipped
542,542,10/12/2024,542,33,4147.58,Delivered
543,543,10/25/2024,543,24,9342.78,Delivered
544,544,3/13/2024,544,38,8038.95,Processing
545,545,12/23/2023,545,97,2079.01,Processing
546,546,7/24/2024,546,39,6667.24,Delivered
547,547,10/30/2024,547,33,2543.54,Delivered
548,548,8/28/2024,548,55,3573.1,Shipped
549,549,1/31/2024,549,12,751.83,Processing
550,550,2/15/2024,550,34,7489.07,Processing
551,551,6/24/2024,551,85,1354.77,Processing
552,552,8/15/2024,552,19,2485.01,Processing
553,553,4/13/2024,553,78,9645.61,Shipped
554,554,4/16/2024,554,87,9937.51,Shipped
555,555,5/26/2024,555,8,570.89,Delivered
556,556,2/10/2024,556,57,5383.4,Delivered
557,557,2/27/2024,557,20,5778.14,Delivered
558,558,12/12/2023,558,72,5514.88,Shipped
559,559,8/3/2024,559,26,2399.61,Shipped
560,560,4/5/2024,560,87,4342.25,Delivered
561,561,7/17/2024,561,81,5330.85,Processing
562,562,12/2/2023,562,58,2301.25,Processing
563,563,9/10/2024,563,100,1762.83,Shipped
564,564,9/20/2024,564,97,4757.87,Delivered
565,565,9/25/2024,565,98,6575.01,Processing
566,566,3/29/2024,566,100,687.68,Processing
567,567,7/12/2024,567,89,1748.16,Delivered
